;pilesize14;pilesize071
0;24.233936138953062;25.562243318253756
1;29.39993617924095;22.91301563378119
2;36.237296120391846;29.025225749139093
3;21.639225898273352;23.643108004855222
4;35.81023912942008;20.86910525020526
5;38.50828719372956;37.19696523751081
6;37.498183597926634;34.5924536179291
7;24.272149018165763;24.565323879351393
8;33.190716961527386;19.08257977529879
9;22.168272565869337;27.30256583221481
10;34.53900660235424;21.99760546726115
11;32.90914955051995;26.09484911110232
12;40.64198972927492;22.138293471149765
13;36.654210080427404;29.217657112275187
14;37.3219616982603;32.311103593208266
15;39.08826557946869;36.39815719382783
16;37.950697706687045;24.483717054277264
17;34.61114985003539;28.927786816749347
18;37.68172813082307;36.880420744394
19;39.80364406341086;35.63166060430809
20;35.52697895723178;37.926868129911156
21;37.00939102212925;32.36498606218902
22;37.11092228695292;25.388437003944997
23;24.63145104553775;28.05656510678125
24;36.42039046638645;32.94309373624385
25;35.659708638858106;38.362523831065296
26;36.77845392858736;27.318317633147203
27;36.607441055230865;23.706719335511398
28;29.59662036946084;25.606320397133906
29;25.19678058039596;23.855078730806312
30;22.94926554042008;25.310307486665295
31;24.88803968651461;28.793042027448294
32;37.034511855419055;27.34434923563553
33;35.787539352953495;26.985724019079953
34;37.4272832412824;35.971537896043976
35;35.157567876948264;33.984641056598925
36;37.419586628820056;29.39722084257013
37;27.63772355372181;25.375357382498937
38;36.846691750486926;22.13983971424455
39;24.81240419887689;26.619947618035145
40;28.285750489930965;25.579214970325165
41;26.05196105664213;21.1458907863451
42;38.224547851664276;26.544204792280745
43;38.29823956512912;24.451393076104136
44;35.010979322694745;25.30373467811153
45;23.620745451065545;24.44906332372219
46;36.977687919520946;32.17488492368021
47;37.273930758854966;31.152788682423704
48;38.349511520084455;23.77137084883718
49;37.175830362799516;22.304126271969828
50;35.339750120998644;26.51209075741293
51;35.61219141833509;36.51505236264781
52;39.184812190460974;28.265667283202827
53;33.54490433302259;25.30574684008471
54;36.49555214141673;30.978818741758364
55;33.99876015495392;26.224316390823414
56;35.963198174638606;31.040745034266372
57;34.99101462551476;29.34232182230332
58;25.327791865949294;29.37269495129908
59;24.1069395912454;28.48130109603006
60;25.16700684538231;23.801629044744026
61;35.63516640013476;32.2322413635636
62;25.369523087176876;22.248369760750098
63;35.863386053702165;26.25019788408881
64;37.20022702688812;30.930460091343697
65;35.992191771429425;25.61622594698906
66;24.71281490266293;23.399618417185117
67;33.579935676898934;22.901799195730558
68;35.88979739150561;26.51199950375698
69;40.89229051428108;25.632900046923666
70;35.1413570631614;25.23578069739653
71;26.658829447368447;27.483893592959497
72;37.66855462843968;26.340844748174135
73;33.502814011827;26.095745357925466
74;25.327562420852743;26.113920675880237
75;26.24205966520583;25.006589798575174
76;34.12896724046835;20.03443750396431
77;38.59455657783847;35.97138694685561
78;24.70833618938069;24.164941629683987
79;36.77171192243754;29.071276670968693
80;34.395147601694894;33.52297512303564
81;35.699633345437974;29.52554398128805
82;38.20935848697615;20.137780189436107
83;36.333425837296595;29.559649488548068
84;33.647033139656315;23.80555890563442
85;33.38821392856383;25.074725683526623
86;22.802829206737353;28.878447378292382
87;29.3544929761289;26.80657781881377
88;33.60327208468059;27.40255511863845
89;36.10995336405;25.700124031204872
90;37.15069819772005;26.723658450650728
91;37.833267191204264;24.718961681286057
92;39.14361766360304;23.159418785679467
93;35.55849838261828;23.242275227631115
94;26.382367818688934;28.049494980568458
95;38.22690293943254;24.78819521231706
96;39.16874325893346;30.078586028529536
97;36.410790983321355;25.858119929658873
98;37.54349801970079;26.977428365456163
99;25.04461694891421;26.424491195207082
100;37.271101900271056;25.24166288012384
101;37.70706590028851;33.42150638854735
102;35.29186241874465;37.79154902617181
103;27.673509334802716;24.614980804561437
104;29.44751240675723;25.66603505652447
105;25.400955854962998;25.021751770137378
106;36.043794521470694;24.40802508577315
107;34.604396178084;38.53794210767056
108;36.317793195952156;37.64877475858197
109;35.63314262604916;24.8117791685079
110;25.57273139622635;29.067687702322658
111;38.21628838948507;25.733523139521132
112;37.12244695354135;26.043688337346403
113;24.380415320382028;24.21943628018173
114;38.632095838298;24.790496160668628
