;s1T;s1mc;s2T;s2mcs;s3T;s3mcs;s4T;s4mcs
0;11.420298011363629;22.5266405471927;13.60772499999999;17.924079487076316;14.336840861742418;18.214675198802034;10.755079971590911;25.983595081318768
1;11.420298011363627;22.12951603148528;13.60772499999999;18.51201539750398;14.336840861742418;19.829824794330257;10.75507997159091;26.008207484915218
2;3.225718895201926;38.38040267145627;2.9869627122179865;38.761250380864546;2.9754983488013758;37.44516737444499;3.3227311915741615;37.419456969272495
3;11.420298011363629;24.63983248171376;13.60772499999999;16.46139084604422;14.336840861742418;18.226383805846545;10.755079971590911;25.888312863714614
4;7.384523325402537;35.65800687585234;8.370363082108447;28.903000376805355;8.634387807855804;29.68846887337535;7.701646191997651;30.60988233982463
5;2.6073274618271247;34.522336145892766;2.6073274618271247;36.420504972274244;2.6073274618271247;37.76917995763328;2.6073274618271247;36.955166919507604
6;2.6073274618271243;36.35544143960292;2.6073274618271243;38.7589862392486;2.6073274618271243;34.34273231346489;2.6073274618271243;36.86130049184232
7;11.420298011363629;17.016357400957553;13.60772499999999;21.45945952561439;14.336840861742418;17.360116535310034;10.755079971590911;25.424655496608196
8;6.22614162719189;35.88750143058698;6.972933464543315;27.357139488761113;7.172937074365162;34.73868214903206;6.466368060138805;35.37054431142392
9;11.420298011363629;17.07834409987194;13.60772499999999;19.025633899531087;14.336840861742418;20.73303896841507;10.755079971590911;25.990776855755794
10;5.476794615059668;38.46562187686773;6.189011892844231;28.89007717462067;6.426409034297378;34.70965641808618;5.26020234300607;34.436104947716245
11;4.4279872384465655;37.922056866085605;4.8798848489192865;35.380899641223515;5.030511917795566;33.54349429941172;4.2905607349891675;35.06241247369578
12;3.9116051724539824;37.89555804781273;3.674048859103154;39.11346252969966;3.683008382896136;36.88217274299683;4.075585239279526;37.70442429134434
13;5.020512316567413;35.5551561697891;5.619477858339822;27.04548779270996;5.819125791464968;33.73798511362386;4.838361010188207;35.211341049963586
14;2.6073274618271243;37.76211638447454;2.6073274618271243;34.30985168295013;2.6073274618271243;37.09913653160091;2.6073274618271243;36.93823811911749
15;2.6073274618271247;43.22932314009549;2.6073274618271247;35.577457789563304;2.6073274618271247;39.05667786638299;2.6073274618271247;37.97626930829067
16;3.7032248283801428;37.97019735796988;3.280107271992901;31.28016496105849;3.2597904225034036;33.43975949641308;3.87514752067455;38.13499732848886
17;6.8940553304233045;33.581682765916426;5.238982623786086;33.288076023893844;5.159510943712029;31.9806247984559;7.566550601235571;35.31411359199386
18;2.6073274618271243;37.99714987903046;2.6073274618271243;33.73303035914805;2.6073274618271243;37.173557265699046;2.6073274618271243;38.18194423092993
19;2.607327461827124;38.10401676223372;2.607327461827124;36.217568230389375;2.607327461827124;37.94906898415616;2.607327461827124;37.388085326195636
20;2.6073274618271243;37.42395888353067;2.6073274618271243;32.95154191441304;2.6073274618271243;36.228619931780536;2.6073274618271243;39.28330415465017
21;2.6073274618271243;40.051114032927835;2.6073274618271243;36.12876329921619;2.6073274618271243;34.563094847062565;2.6073274618271243;39.00910534620509
22;2.6073274618271243;38.91574005975456;2.6073274618271243;38.442625032796606;2.6073274618271243;34.733182809354965;2.6073274618271243;38.36266824450063
23;11.420298011363629;15.652827530762625;13.60772499999999;20.51159275530171;14.336840861742418;19.26058927451841;10.755079971590911;23.875702239257404
24;2.6073274618271243;39.56938471466956;2.6073274618271243;35.84653637366913;2.6073274618271243;40.61247529519878;2.6073274618271243;37.24681420745695
25;2.6073274618271247;39.01857475603002;2.6073274618271247;31.972799665756213;2.6073274618271247;35.71528006905354;2.6073274618271247;34.18880385269824
26;5.954700158165266;35.04540692529548;4.662305268991631;30.205368170797474;4.600248301494149;29.944762091434995;6.479830835207914;38.04232174439799
27;5.92461449005039;38.46985885843791;6.609182075349203;32.32901399082005;6.792520967633263;34.85361457208068;6.144824756020436;34.1517522292156
28;11.420298011363629;17.338625576115014;13.60772499999999;18.147198374310243;14.336840861742418;18.817047624850165;10.755079971590911;24.075154014676997
29;11.420298011363629;19.123526493073445;13.60772499999999;15.509837041432084;14.336840861742418;18.773291593652047;10.755079971590911;24.371651568743324
30;11.420298011363629;21.047582104107626;13.60772499999999;18.164459451216775;14.336840861742418;16.92587613825899;10.755079971590911;24.70238513424189
31;11.420298011363629;12.637385938496006;13.60772499999999;17.60567505518337;14.336840861742418;19.92972198451757;10.755079971590911;25.841747104559527
32;5.178640941463711;37.159231659592876;5.816854863771366;33.43712470912451;6.029585115503996;34.05888057606643;4.98455381692941;34.79081178436623
33;4.8074832282961;36.091060927935544;5.353573797387048;32.98954713114758;5.535597379404008;33.14580478128117;4.641411720631513;37.170544695397076
34;2.607327461827124;36.8357857714452;2.607327461827124;35.05315964597106;2.607327461827124;33.42267724405703;2.607327461827124;36.88557699089238
35;2.6073274618271243;37.21832965121156;2.6073274618271243;34.43898482154989;2.6073274618271243;37.872706573069145;2.6073274618271243;37.62897079660824
36;4.542338299011554;39.5936030447944;5.022618461616167;33.83238818687684;5.182706037775022;31.889622020436438;4.396280382578543;35.66910479668238
37;11.420298011363629;18.034333491828082;13.60772499999999;16.558761287668293;14.336840861742418;23.12543938452673;10.755079971590911;24.820801219436532
38;5.805573418445027;37.614145825164016;6.465575249183883;34.959169067715465;6.642335012794797;31.024066714605418;6.017881423978594;36.03037530471337
39;11.420298011363629;18.745760607920925;13.60772499999999;18.658743543102652;14.336840861742418;18.820829482294098;10.755079971590911;25.70942845254023
40;11.420298011363629;21.08607327428767;13.60772499999999;21.855275380924425;14.336840861742418;19.214318859363175;10.755079971590911;26.493437202709096
41;11.420298011363629;18.366037474340434;13.60772499999999;20.840367432038587;14.336840861742418;20.036573777277038;10.755079971590911;26.095243499934927
42;3.7304043619718277;36.77944930875219;3.296792996412263;30.2583331994486;3.2759722653458674;34.83676784694795;3.9065909376671835;37.58668822533382
43;3.783932324675621;38.38403928394829;3.3296542238278293;34.01900267728065;3.3078411374598122;30.836533273036697;3.9685162847811766;36.41989913092944
44;3.453121214201265;34.51845869740124;3.126566742373516;33.265956490215615;3.1108865656611733;33.70866615789739;3.5858080364091887;36.536933750245225
45;11.420298011363629;19.515467387978884;13.60772499999999;21.87677133325512;14.336840861742418;16.33289977178689;10.755079971590911;24.738524671268717
46;2.6073274618271243;39.32356423632047;2.6073274618271243;32.59874945042314;2.6073274618271243;38.509051393492605;2.6073274618271243;38.67654405161938
47;2.6073274618271247;40.89670660631282;2.6073274618271247;34.966693392306375;2.6073274618271247;35.714075027811894;2.6073274618271247;39.58182801678523
48;6.81102159849788;32.17628581836849;7.678511423765361;26.650777824993376;7.910840016365622;31.01665765522204;7.090073907211967;33.54270438779447
49;6.87009858280012;36.548382147148864;7.92814144632545;28.09544235274895;8.280809598545977;33.640844195148574;6.548337352219071;34.41765155478237
50;6.242741776225006;34.371168001010574;6.992959281552254;31.369227016879687;7.193880343771071;31.470360038545174;6.484070170866107;35.1903441218814
51;2.6073274618271243;40.21679664285042;2.6073274618271243;36.633640711672136;2.6073274618271243;36.6817607128772;2.6073274618271243;37.063872423403446
52;2.6073274618271243;36.69986465254566;2.6073274618271243;29.840343537062004;2.6073274618271243;35.579226041044485;2.6073274618271243;38.02476332114679
53;4.547503494883892;35.30192532652593;5.029065687059492;39.211061141218806;5.1895805908961545;36.29181644494153;4.401055700661782;34.536837445312855
54;4.581323515123958;34.19380212537799;3.819178799860964;34.888120680730786;3.782582872238801;35.85527419190439;4.89100097801337;37.37038647095358
55;5.170452695172598;39.41533886764125;5.8066342504337385;32.034025998213004;6.018687071075779;37.386300216952;4.976983633426132;35.216998194913195
