;refmc;k3mcs;k03mcs;D3;D03;rhplus10;rhminus10
0;26.31785497084391;28.354923762926283;23.701341784336233;25.885754053428695;27.54694172717629;28.63386028037196;25.82998272500164
1;26.5351939397321;25.35130503898637;27.36330452228272;25.6410660804125;25.389579633827395;24.213584909451306;27.169226256639128
2;36.11968877941549;33.141707082977504;37.862123141640566;34.627023670271065;35.184901196280414;38.561099477237164;38.57382061775782
3;26.08197889102117;25.463782214826754;25.080921222023157;24.071594158622595;23.851589903540003;25.513614052340483;25.604579794892484
4;32.0732633719029;30.945727671402306;34.82459229714331;33.870702427706554;28.320626394673038;34.23399812732555;31.873519045781162
5;38.45211647757631;36.02174595278492;35.53427671047207;40.22955359543509;39.19912428458138;37.04045374245464;36.22521871024495
6;38.37295351127104;36.44433617679563;35.8663826058016;36.01416894672987;38.237780690375665;36.67134331769358;37.34348914696464
7;23.576584018547038;27.162808376871784;24.119578581469924;23.91023297638944;24.073382582615565;25.815443952988254;26.55188232029934
8;32.53217628228648;37.69700860875901;34.65485896803273;36.38666414163395;35.320338615561106;34.97132354732209;31.113026508147858
9;22.780440803640495;23.4729380263579;26.65781052839071;26.19691837957286;23.467490386927665;26.443637635698515;28.390409179966746
10;32.571026846131666;34.506731508817865;34.183666009455415;36.97308805017537;32.874633577839504;32.78223336975753;33.38075307011418
11;36.47160624562174;38.017179783405524;29.849710135102175;37.66157174417039;34.59620076464522;36.76192481850365;33.161186051957465
12;39.45090583106044;38.772334571060476;34.86359331582262;37.10909987378195;37.99194127883135;34.66786211762301;37.237964654108815
13;31.970664328798847;32.02135335088378;35.68289713469167;34.91274590993521;35.28743235951606;35.216488242796565;36.38453954590632
14;37.751966393618474;35.67127378592634;39.8008087043918;35.23822083367549;37.41422192708633;34.58055981426191;35.67243400969508
15;41.83782831124257;38.83525232418849;35.51555894659276;39.26439185717273;38.04063551607229;39.152326055889795;35.90545232295079
16;34.20837294986501;35.29697428036554;39.059008539589755;33.24321004380897;35.87287077990591;38.44787370758478;39.671335812628364
17;32.56323076848423;36.04340306777206;32.460796525513906;32.16889377720538;34.65011215209442;30.69525509040129;33.71430106785515
18;39.68109970460817;37.27705884361113;39.689021115748375;37.313740303748375;37.25401926419263;37.92129341272651;37.7181207073668
19;39.373498486034315;36.39109858812643;39.86373296154066;36.28847185994208;38.05148918072669;37.89577946303102;35.211128218252064
20;38.550181323241546;36.06587743142112;36.46578065155682;37.48693264092136;35.39941318977693;41.81340974825015;38.03703948601331
21;39.25894875728377;38.71189108723848;33.633534786756776;37.93360719898974;34.907883093416984;34.88662631718489;39.15512897127559
22;37.02605846178798;38.26935605836472;35.42544424293475;40.78138608175309;38.85697304335556;34.544070281413696;37.15111644827233
23;23.770990847189818;26.402636463560707;25.94431774882573;26.680339138052577;26.11078884841484;26.240998939102877;23.384332484078506
24;36.46170066962819;33.958636646232414;32.31985423178946;41.27407523622897;40.69720829816353;40.84747266085435;35.834756532816634
25;38.018291127497406;36.53149844747443;38.68050765373875;39.11317076555711;40.0065452289011;35.52312383288492;38.198828296528816
26;35.97015053812578;35.82578868395154;35.71849090178927;34.661992045611576;32.86792078991401;35.11813556372716;36.83401121056691
27;33.23569161635764;38.34269565792536;32.379335341991364;34.03813749882332;32.30834428294451;33.09917093160391;33.96323351677999
28;25.751064860627977;23.303380099363203;23.238334247013412;26.009304798838144;26.931547642756744;28.66108855295205;26.56222076355203
29;25.198918795840825;24.683720414248995;24.649440663832085;25.651346819166626;27.22765917058142;25.762216991453585;24.10947495675301
30;25.65982699674439;27.789323585763558;24.290420352237255;24.870115643789;22.468485137775694;22.77488618054194;23.373122795577498
31;27.3901923951689;19.87654885408385;23.64076169402621;23.277197035028184;25.27549160479916;27.945722749851992;25.753724913914784
32;32.166217500389365;34.12546719909866;33.80307554756994;34.919159182911486;35.951068994266514;34.100364217611975;36.19000205479043
33;34.05671005437802;37.67380103693032;33.52133988107619;32.73356001095138;34.911612708910795;34.59146443604552;35.080803459523935
34;36.20119038513085;35.583966729204526;41.31682020113854;39.00879169367045;39.23340187675189;41.25870829288581;36.38195869521812
35;35.082957910177704;39.00326031252403;38.27776008502071;40.71122094062563;33.127837390435964;38.30441071303902;35.692265571794536
36;32.56670675189295;32.057236161162436;35.10099120940527;32.68497786454276;34.04120223905004;34.24762260551231;30.763456513168645
37;20.13707670286991;22.229636423089218;21.378997968657703;25.14732971423581;22.55295504908409;25.76509138423108;24.79828058203427
38;33.74116459831317;33.38964093026712;33.51724789844058;35.066330809115485;34.382749381018634;36.00423960461537;33.81934616751588
39;23.112237838094295;27.090286219846394;25.28055041700781;21.43118312953616;24.269311146295042;25.462705384283296;26.749928382231285
40;22.601901167127263;28.19592011551883;24.789145013733904;27.09345646922115;26.075141795184013;25.853145665700673;23.414174810409566
41;24.968761866597518;22.769676964631937;23.52479948915301;27.715750866537565;24.328289003761768;24.221932605078514;23.547349387885934
42;38.03256536923296;33.59728401395283;36.71957690847651;32.787542083823865;32.568941814692565;35.81499274904208;39.94723072511947
43;31.745717112261485;36.599878201525264;36.61142485139979;37.035039672177646;36.74643922454812;32.350921843267855;35.415056709921345
44;36.26443516377942;37.180654839794805;35.39868295691222;38.10637710136446;34.080155021412224;34.015453138902856;37.66129111095113
45;25.706043574450955;26.07005805211778;22.45709935666398;27.80336711912242;22.63984670830338;25.780021494547185;26.526260679523546
46;35.92054558713562;33.19132634002225;33.863340542374324;33.9546511859348;37.76866448724767;35.37100052198614;35.566211073995746
47;38.30297274399129;35.7357232970961;35.60256998047871;33.360735166194004;35.169629708441406;35.317178000224764;33.99951349905689
48;34.480870988554614;32.306560648479405;33.59729473761446;33.57402740608393;32.81904050790615;33.81139893689509;35.91087728888578
49;31.700549678976923;31.968766796109723;32.88330298640566;31.734790530037284;31.34816207815368;34.57887447923912;35.470959754945916
50;34.83887607815357;35.00407869727108;32.57156649088867;34.36834924271892;37.70101018568807;33.19528570184914;32.76106612873522
51;37.65191879722873;35.71024295571967;34.26876228099738;39.39697942343352;36.88520312209073;38.614174954801875;36.375012222904964
52;38.24150067379844;40.720765114929655;40.80662474315356;41.90992456444134;41.509458540781324;36.78598121780733;40.45856735262144
53;33.852172481791655;30.08234981701069;34.14561398567207;36.53917000305004;35.629047625150065;35.959683106249194;35.23206090030402
54;33.73888680934527;35.61433124261153;35.14674209466222;33.423814188314495;35.29948844117325;38.21970720031527;34.50548275408488
55;35.925356495635;38.47976199873469;35.12803898432757;33.48402622129654;35.12959847602423;37.06842545640548;32.71087587967877
56;35.11955352393291;34.11608568251028;38.42278048250963;38.03024516196723;37.650351773636075;39.29023973049684;34.512598071114716
57;34.780264961536865;34.19855264105133;37.948824877260805;35.288300170822076;35.80837577831967;35.939274011137094;38.17394700070878
58;27.798347317218496;22.318399056432693;28.514005862384717;26.36959247517079;25.29904905521126;24.63543544642109;26.233133579438196
59;28.50933894106821;21.807078509886942;23.437521805769173;23.584452289469972;24.02333576039628;23.16805124355357;24.391391405496545
60;24.958947698748055;26.36496554099756;26.69216411219322;24.947443120032375;24.612607308764666;26.293220694613407;25.568385581359532
61;37.40678845174955;36.306046393033334;37.31862926308478;39.45280667726774;37.36260464484817;36.60783983349718;38.42133650278849
62;28.917889815828783;22.629279647517837;20.28738710760178;22.313544688717883;26.549238705500468;30.839913327791763;25.419038438797642
63;34.24492818292367;31.04266033764847;31.16990655140318;32.58273012070089;35.41618721291393;35.47139679889899;35.267867307551164
64;37.67263636687698;36.96457169086822;35.278661497693186;37.94480814873755;36.58060107342101;31.526609184736714;38.859521562587496
65;33.62172644832396;34.8928648353292;34.023883447889375;32.21666119432698;31.542612048607637;33.83357589409458;33.46761303493537
66;23.516604501794788;24.32168259653043;27.103331891409464;25.93496169314779;26.77939450040578;22.035877142382027;26.529369046046757
67;31.70964805341955;32.708932586479264;32.88281957278586;31.404536640172225;32.35247645694264;28.762589958297426;31.79121101170152
68;34.76846910881061;36.69157599293571;35.13990980663906;36.57927106433465;34.016058483509156;34.71543537879247;37.5375384981692
69;34.32966596728513;35.422402115569646;33.30593740437531;36.193862250471504;38.337929317772804;36.058001801595246;37.14221724942938
70;33.502027112755975;31.04509856656335;31.89340257209897;32.51082917088973;31.335009651865235;32.31930153131516;28.24523424232971
71;24.958108750485263;25.36339530135689;24.613611778837587;24.195959615269004;22.675561863983653;24.056043505248777;25.392573075557706
72;34.84939864407093;38.50256599067397;35.9860539739153;34.29019844056803;37.363206456888385;34.982381948604576;34.4678379365962
73;34.8684860849094;34.67616594025875;34.416063304107254;33.94538767250185;33.88227800779167;35.0438399317575;34.79620801834879
74;26.469633066838018;21.117301010071795;24.96967971841309;24.334926939800493;20.387603313415227;25.456331540750117;24.196413697799436
75;25.256228219253956;25.404507220487975;21.640868711005258;24.4804513027837;26.03618420319014;25.298807329181354;26.519482215836693
76;36.156530309545396;35.31597278542875;38.40645624665289;35.86464168721824;35.179599906148106;33.68446512536876;34.63058511821935
77;39.38776233674565;34.44320528380788;34.88183582517356;34.40133108990093;37.73779828664309;37.44512973130697;39.230298579748826
78;23.178189267971618;27.15129040675968;24.72364724606185;23.614584548988148;25.42675796815364;24.777632334952084;25.324370326895014
79;32.69624093097773;33.90813678386782;32.129576852312084;34.688353359278146;35.48228291090809;31.93093379590627;35.82153227016509
80;38.10453042920122;36.37399507650472;34.675159677276675;37.15817705590527;34.64097424198722;36.64851417721227;37.19131297011975
81;36.616619440659285;37.29211775649704;35.09413501548327;38.050456625385884;37.44651159211506;36.1437015953668;34.000253364564
82;33.09521916104185;31.752882837585172;35.22376150352078;34.60066240634036;31.396884665570475;33.350644491367476;33.90645469283539
83;32.02529879167391;31.615329966957912;32.27938030566399;31.382839318560272;33.634569801965554;29.75084046758531;31.80617658773369
84;31.006346367343735;36.9474252665685;38.11455266322445;34.118261385853515;34.909243592311306;32.4128779193102;32.289484399712805
85;23.318058056043366;28.366580502219424;31.853039652386595;29.333432730354076;27.33009368637007;25.1702490091126;26.395568593047734
86;22.356930552102057;23.322445153432643;25.607835190547064;22.305998945196905;22.0451635455823;22.701581257590668;25.65254648395383
87;26.061745916562757;25.03793724546276;25.820044718860697;26.26432206314768;25.562428094463723;26.419199916632476;21.288961009673717
88;31.606841678624413;32.98987947600097;33.53401646837896;30.342688183774165;34.17985299135103;32.95775756737528;31.41555399567228
89;30.530257313449233;30.313781512036186;32.38829797179927;32.32078666699289;31.043555072338595;27.95722075785738;31.523188181036105
90;31.53923259931612;36.14421354414063;35.538279577240786;34.307424056108836;39.188875075837174;31.34791835252722;35.82851799534757
91;33.270348394064506;34.47449554313605;33.012417139202185;31.703274597046143;36.3138163379305;37.55659377069464;36.631367091506846
92;36.4873380556349;35.39149161609966;30.341989408734015;35.16725236327175;34.74493281985479;38.69851330886675;33.99859712447391
93;32.79861784229912;34.34580700594799;33.58052267674743;31.224689670958284;37.317883024644686;33.53681140393379;34.09663394168725
94;25.91374114091155;25.75191758818709;24.51259454776948;23.562840222997686;26.416105225925058;21.626587734745055;24.859246996287997
95;30.867458594028175;35.70126221380945;35.80670409806325;35.88490038408588;38.030807857156255;33.68289171587835;35.05760877273437
96;33.90821692554889;37.82699303973646;38.461702772270215;37.66904984646267;38.27761785567074;37.93333429659189;33.86665513280365
97;31.003385772499282;36.413519419538126;36.22046599094524;29.122171081368066;31.30514273781667;33.71010700083695;32.33979280397312
98;33.70132365925655;36.270582460679215;36.647666240534924;34.38018646449949;35.112653039576344;35.77481403974818;33.78318852657537
99;25.44825789238655;26.047981692084;21.465232869073645;26.911906093866776;25.830884318111476;26.39567057407865;25.80565797444604
100;31.392297720180594;29.310816596978974;29.043290554107493;28.81980512292546;29.125708191779974;29.640964983954905;27.435495067098053
101;35.915645758075314;36.156305594383234;40.47278618819156;37.63660869362623;38.55540550461064;40.94790937037512;37.60003061703402
102;38.17407840099289;36.90750748394158;36.98827228975836;36.163468728257385;34.90456512441281;37.70570254431911;40.37874942627055
103;24.4004418229036;27.087444701432585;26.716977565448545;25.09571212242232;26.741445727495154;29.32573018236692;27.26131653639588
104;27.268231545786158;25.868123634681545;20.439124395490225;22.87800837252552;26.47861021371379;25.538163106704182;25.863483113271148
105;26.4389512604288;24.86332089511027;24.60802650725698;27.916437659154287;22.70194719480349;26.166639170730587;25.23952487069917
106;26.573903188134313;34.347865970569686;36.94468574189857;33.49585776842984;30.5287772932101;34.81244261551979;29.739790599859855
107;32.94801257250206;33.36099544366747;35.984426019282814;40.46029201357468;39.79440554138907;38.6525084867282;36.55514801405545
108;37.69401858337885;34.49878256977729;39.52483485350494;35.26869120218311;36.38577926542684;33.6313245824506;36.15731854922018
109;32.223664544745205;38.066835643837344;36.9704889811799;33.58343128974802;35.59764054525101;32.499265267879636;37.48784814200203
110;25.81952463165562;28.869052643164288;21.541237902501607;23.415166650285737;22.555714171399625;26.234086358259546;25.86975446961915
111;34.151671492384665;34.83258636332193;34.378346098828985;31.961791827907966;30.371581719543283;33.006263950306185;31.493339014806587
112;36.353727999360885;33.854188027922426;36.12427677703888;31.801322945449957;33.00607746628164;34.97233372117571;36.01923519888719
113;24.963083838403197;24.551974983071243;28.20432291422182;24.675974293775283;26.826464807689497;22.02974830030283;28.34535868776878
114;25.613740667382967;24.23256978008047;21.79379779752243;22.911803224745704;26.75508204926862;22.718717004563814;24.256790975218244
